상품명,최초 발급일자,개인사업자/법인사업자,대위변제금액(보증이행),주택형태,
임대보증금보증(세대_사용검사후),2026-02-06,법인사업자,30000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2023-10-06,법인사업자,102997000,아파트,
임대보증금보증(세대_사용검사후),2024-04-01,법인사업자,60000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-03-05,법인사업자,57526500,아파트,
임대보증금보증(세대_사용검사후),2024-01-31,법인사업자,231000000,아파트,
임대보증금보증(세대_사용검사후),2024-12-05,법인사업자,184000000,아파트,
임대보증금보증(세대_사용검사후),2024-02-27,법인사업자,196200000,아파트,
임대보증금보증(세대_사용검사후),2024-04-22,법인사업자,140000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2025-09-10,법인사업자,25227419,아파트,
임대보증금보증(세대_사용검사후),2024-12-27,법인사업자,184300000,아파트,
임대보증금보증(세대_사용검사후),2024-02-20,법인사업자,175300000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2023-05-09,법인사업자,131400000,아파트,
임대보증금보증(세대_사용검사후),2025-12-19,법인사업자,70000000,아파트,
임대보증금보증(세대_사용검사후),2024-05-29,법인사업자,210000000,아파트,
임대보증금보증(세대_사용검사후),2024-10-30,법인사업자,60000000,아파트,
임대보증금보증(세대_사용검사후),2024-02-13,법인사업자,30000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-06-19,법인사업자,42800000,아파트,
임대보증금보증(세대_사용검사후),2024-11-20,법인사업자,27764452,아파트,
임대보증금보증(세대_사용검사후),2025-04-08,법인사업자,106575000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-05-14,법인사업자,187230000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2023-10-24,법인사업자,130000000,아파트,
임대보증금보증(세대_사용검사후),2024-02-22,법인사업자,60000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2025-05-15,법인사업자,101430000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2023-10-26,법인사업자,181000000,아파트,
임대보증금보증(세대_사용검사후),2024-07-19,법인사업자,73148950,아파트,
임대보증금보증(세대_사용검사후),2023-10-04,법인사업자,330000000,아파트,
임대보증금보증(세대_사용검사후),2024-01-08,법인사업자,174070000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-01-31,법인사업자,191000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-08-06,법인사업자,52340510,아파트,
임대보증금보증(세대_사용검사후),2024-08-06,법인사업자,130000000,아파트,
임대보증금보증(세대_사용검사후),2024-01-02,법인사업자,175000000,아파트,
임대보증금보증(세대_사용검사후),2024-05-14,법인사업자,115000000,아파트,
임대보증금보증(세대_사용검사후),2025-04-29,법인사업자,186300000,아파트,
임대보증금보증(세대_사용검사후),2022-12-14,법인사업자,388000000,아파트,
임대보증금보증(세대_사용검사후),2024-06-19,법인사업자,51300000,아파트,
임대보증금보증(세대_사용검사후),2024-10-14,법인사업자,182300000,아파트,
임대보증금보증(세대_사용검사후),2024-01-19,법인사업자,82340000,아파트,
임대보증금보증(세대_사용검사후),2024-06-19,법인사업자,160000000,아파트,
임대보증금보증(세대_사용검사후),2024-04-11,법인사업자,222000000,아파트,
임대보증금보증(세대_사용검사후),2024-08-06,법인사업자,147000000,아파트,
임대보증금보증(세대_사용검사후),2025-04-29,법인사업자,10000000,아파트,
임대보증금보증(세대_사용검사후),2024-12-26,법인사업자,20000000,아파트,
임대보증금보증(세대_사용검사후),2024-01-12,법인사업자,194000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-07-31,법인사업자,170300000,아파트,
임대보증금보증(세대_사용검사후),2024-07-18,법인사업자,110200000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2023-06-01,법인사업자,186560000,아파트,
임대보증금보증(세대_사용검사후),2024-01-08,법인사업자,115000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2025-11-13,법인사업자,10000000,아파트,
임대보증금보증(세대_사용검사후),2024-05-14,법인사업자,40000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-01-22,법인사업자,110000000,아파트,
임대보증금보증(세대_사용검사후),2024-05-29,법인사업자,46150000,아파트,
임대보증금보증(세대_사용검사후),2024-06-19,법인사업자,150000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-06-10,법인사업자,168300000,아파트,
임대보증금보증(세대_사용검사후),2023-09-04,법인사업자,243000000,아파트,
임대보증금보증(세대_사용검사후),2024-11-29,법인사업자,168900000,아파트,
임대보증금보증(세대_사용검사후),2023-07-18,법인사업자,180000000,아파트,
임대보증금보증(세대_사용검사후),2024-11-29,법인사업자,162100000,아파트,
임대보증금보증(세대_사용검사후),2024-02-20,법인사업자,175300000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2023-06-05,법인사업자,116818000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2025-04-07,법인사업자,178400000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-02-29,법인사업자,150000000,다세대주택,
임대보증금보증(세대_사용검사후),2024-05-22,법인사업자,29721463,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-02-22,법인사업자,140000000,아파트,
임대보증금보증(세대_사용검사후),2024-08-06,법인사업자,63000000,아파트,
임대보증금보증(세대_사용검사후),2024-01-08,법인사업자,160450000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-10-30,법인사업자,108330000,아파트,
임대보증금보증(세대_사용검사후),2023-06-22,법인사업자,169400000,아파트,
임대보증금보증(세대_사용검사후),2024-01-29,법인사업자,110000000,다세대주택,
임대보증금보증(세대_사용검사후),2025-08-06,법인사업자,220000000,아파트,
임대보증금보증(세대_사용검사후),2024-10-30,법인사업자,179000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2023-08-14,법인사업자,187230000,아파트,
임대보증금보증(세대_사용검사후),2024-12-31,법인사업자,176300000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2023-12-27,법인사업자,173300000,아파트,
임대보증금보증(세대_사용검사후),2024-07-04,법인사업자,132600000,아파트,
임대보증금보증(세대_사용검사후),2023-10-05,법인사업자,192000000,아파트,
임대보증금보증(세대_사용검사후),2023-02-02,법인사업자,51218510,아파트,
임대보증금보증(세대_사용검사후),2025-09-24,법인사업자,42100000,아파트,
임대보증금보증(세대_사용검사후),2024-08-06,법인사업자,143500000,아파트,
임대보증금보증(세대_사용검사후),2023-09-18,법인사업자,141750000,아파트,
임대보증금보증(세대_사용검사후),2024-11-01,법인사업자,50000000,아파트,
임대보증금보증(세대_사용검사후),2024-01-02,법인사업자,191000000,아파트,
임대보증금보증(세대_사용검사후),2024-06-12,법인사업자,157500000,아파트,
임대보증금보증(세대_사용검사후),2024-01-08,법인사업자,187230000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-08-06,법인사업자,80000000,아파트,
임대보증금보증(세대_사용검사후),2024-07-17,법인사업자,249500000,아파트,
임대보증금보증(세대_사용검사후),2024-01-08,법인사업자,100000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-02-08,법인사업자,121000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-11-01,법인사업자,90500000,아파트,
임대보증금보증(세대_사용검사후),2024-01-29,법인사업자,48817000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-02-26,법인사업자,180000000,아파트,
임대보증금보증(세대_사용검사후),2024-06-19,법인사업자,160800000,다세대주택,
임대보증금보증(세대_사용검사후),2023-10-12,법인사업자,315000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-06-04,법인사업자,163000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2023-07-18,법인사업자,61294241,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-11-29,법인사업자,175000000,아파트,
임대보증금보증(세대_사용검사후),2025-09-01,법인사업자,173250000,아파트,
임대보증금보증(세대_사용검사후),2024-11-29,법인사업자,132600000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-10-30,법인사업자,127700000,아파트,
임대보증금보증(세대_사용검사후),2025-03-04,법인사업자,167500000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2023-06-30,법인사업자,109500000,아파트,
임대보증금보증(세대_사용검사후),2024-12-31,법인사업자,120000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2023-09-14,법인사업자,245000000,아파트,
임대보증금보증(세대_사용검사후),2023-11-15,법인사업자,187230000,아파트,
임대보증금보증(세대_사용검사후),2024-04-18,법인사업자,222000000,아파트,
임대보증금보증(세대_사용검사후),2024-04-01,법인사업자,80000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2025-08-26,법인사업자,20000000,아파트,
임대보증금보증(세대_사용검사후),2024-02-07,법인사업자,301599900,다세대주택,
임대보증금보증(세대_사용검사후),2026-01-02,법인사업자,42800000,아파트,
임대보증금보증(세대_사용검사후),2025-11-13,법인사업자,192000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-01-09,법인사업자,130000000,다세대주택,
임대보증금보증(세대_사용검사후),2023-07-14,법인사업자,41200000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2025-11-17,법인사업자,247500000,아파트,
임대보증금보증(세대_사용검사후),2024-03-08,법인사업자,55000000,아파트,
임대보증금보증(세대_사용검사후),2024-01-12,법인사업자,100000000,다세대주택,
임대보증금보증(세대_사용검사후),2023-12-01,법인사업자,141000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-07-17,법인사업자,170000000,아파트,
임대보증금보증(세대_사용검사후),2024-03-05,법인사업자,115000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2023-10-12,법인사업자,249500000,아파트,
임대보증금보증(세대_사용검사후),2024-12-18,법인사업자,185000000,아파트,
임대보증금보증(세대_사용검사후),2024-02-22,법인사업자,160000000,아파트,
임대보증금보증(세대_사용검사후),2024-03-19,법인사업자,175000000,다세대주택,
임대보증금보증(세대_사용검사후),2024-12-31,법인사업자,10000000,아파트,
임대보증금보증(세대_사용검사후),2023-12-22,법인사업자,150000000,아파트,
임대보증금보증(세대_사용검사후),2024-01-12,법인사업자,180000000,아파트,
임대보증금보증(세대_사용검사후),2023-09-19,법인사업자,90000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2023-06-05,법인사업자,185800000,아파트,
임대보증금보증(세대_사용검사후),2025-12-23,법인사업자,41200000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-05-29,법인사업자,243000000,아파트,
임대보증금보증(세대_사용검사후),2024-11-01,법인사업자,201000000,다세대주택,
임대보증금보증(세대_사용검사후),2024-05-10,법인사업자,166000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-06-19,법인사업자,61900000,아파트,
임대보증금보증(세대_사용검사후),2022-12-14,법인사업자,195000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2025-03-25,법인사업자,56836500,아파트,
임대보증금보증(세대_사용검사후),2024-03-29,법인사업자,66224241,다세대주택,
임대보증금보증(세대_사용검사후),2022-12-30,법인사업자,180400000,아파트,
임대보증금보증(세대_사용검사후),2024-11-29,법인사업자,203000000,아파트,
임대보증금보증(세대_사용검사후),2024-04-08,법인사업자,95000000,아파트,
임대보증금보증(세대_사용검사후),2024-05-29,법인사업자,52443000,아파트,
임대보증금보증(세대_사용검사후),2024-08-06,법인사업자,10000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2023-03-16,법인사업자,92000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2025-03-04,법인사업자,187900000,아파트,
임대보증금보증(세대_사용검사후),2024-08-06,법인사업자,284800000,아파트,
임대보증금보증(세대_사용검사후),2024-03-06,법인사업자,173000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2023-08-10,법인사업자,74760000,아파트,
임대보증금보증(세대_사용검사후),2024-12-31,법인사업자,177000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2025-08-19,법인사업자,45235750,아파트,
임대보증금보증(세대_사용검사후),2024-12-26,법인사업자,150168500,아파트,
임대보증금보증(세대_사용검사후),2023-07-14,법인사업자,173000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2023-10-06,법인사업자,173200000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-02-06,법인사업자,30000000,아파트,
임대보증금보증(세대_사용검사후),2024-05-14,법인사업자,105000000,아파트,
임대보증금보증(세대_사용검사후),2024-05-29,법인사업자,480000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2025-12-19,법인사업자,86700000,아파트,
임대보증금보증(세대_사용검사후),2024-01-15,법인사업자,140000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-11-29,법인사업자,126418714,아파트,
임대보증금보증(세대_사용검사후),2024-08-22,법인사업자,108330000,다세대주택,
임대보증금보증(세대_사용검사후),2025-02-27,법인사업자,185000000,아파트,
임대보증금보증(세대_사용검사후),2024-10-14,법인사업자,180950000,아파트,
임대보증금보증(세대_사용검사후),2023-12-01,법인사업자,5875063,기타(오피스텔),
임대보증금보증(세대_사용검사후),2025-05-07,법인사업자,120000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-03-14,법인사업자,84000000,아파트,
임대보증금보증(세대_사용검사후),2024-07-19,법인사업자,140000000,아파트,
임대보증금보증(세대_사용검사후),2023-10-04,법인사업자,223100000,아파트,
임대보증금보증(세대_사용검사후),2024-07-25,법인사업자,100000000,아파트,
임대보증금보증(세대_사용검사후),2025-03-24,법인사업자,180000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-01-09,법인사업자,340000000,아파트,
임대보증금보증(세대_사용검사후),2025-04-16,법인사업자,225000000,아파트,
임대보증금보증(세대_사용검사후),2024-01-02,법인사업자,222000000,아파트,
임대보증금보증(세대_사용검사후),2024-01-30,법인사업자,56500000,다세대주택,
임대보증금보증(세대_사용검사후),2023-05-08,법인사업자,97400000,아파트,
임대보증금보증(세대_사용검사후),2024-01-12,법인사업자,192000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-05-29,법인사업자,160110000,아파트,
임대보증금보증(세대_사용검사후),2024-02-22,법인사업자,60000000,아파트,
임대보증금보증(세대_사용검사후),2024-03-19,법인사업자,236898422,아파트,
임대보증금보증(세대_사용검사후),2024-04-05,법인사업자,219000000,아파트,
임대보증금보증(세대_사용검사후),2024-01-31,법인사업자,187230000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-04-18,법인사업자,63000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-03-04,법인사업자,28491010,아파트,
임대보증금보증(세대_사용검사후),2024-01-08,법인사업자,179000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2025-01-21,법인사업자,180000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-01-11,법인사업자,225000000,아파트,
임대보증금보증(세대_사용검사후),2024-02-22,법인사업자,140000000,아파트,
임대보증금보증(세대_사용검사후),2024-12-30,법인사업자,158290000,아파트,
임대보증금보증(세대_사용검사후),2024-11-29,법인사업자,94034000,아파트,
임대보증금보증(세대_사용검사후),2023-02-02,법인사업자,180000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-10-14,법인사업자,178000000,아파트,
임대보증금보증(세대_사용검사후),2024-11-21,법인사업자,45800000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-05-14,법인사업자,249500000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2025-05-23,법인사업자,28491010,다세대주택,
임대보증금보증(세대_사용검사후),2024-12-18,법인사업자,110000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-01-08,법인사업자,180000000,아파트,
임대보증금보증(세대_사용검사후),2023-06-05,법인사업자,42100000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-01-29,법인사업자,131000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2023-11-28,법인사업자,175000000,아파트,
임대보증금보증(세대_사용검사후),2025-04-29,법인사업자,57526500,아파트,
임대보증금보증(세대_사용검사후),2024-02-27,법인사업자,94034000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-03-14,법인사업자,110000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-01-09,법인사업자,110000000,다세대주택,
임대보증금보증(세대_사용검사후),2024-11-20,법인사업자,173100000,아파트,
임대보증금보증(세대_사용검사후),2025-08-05,법인사업자,54968500,아파트,
임대보증금보증(세대_사용검사후),2025-04-29,법인사업자,123390000,다세대주택,
임대보증금보증(세대_사용검사후),2023-10-24,법인사업자,20000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2025-04-29,법인사업자,187230000,아파트,
임대보증금보증(세대_사용검사후),2024-10-30,법인사업자,82340000,연립주택,
임대보증금보증(세대_사용검사후),2024-11-29,법인사업자,42100000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2023-11-29,법인사업자,184000000,아파트,
임대보증금보증(세대_사용검사후),2024-10-14,법인사업자,201000000,아파트,
임대보증금보증(세대_사용검사후),2024-04-09,법인사업자,191000000,다세대주택,
임대보증금보증(세대_사용검사후),2023-12-21,법인사업자,83000000,아파트,
임대보증금보증(세대_사용검사후),2024-01-22,법인사업자,177000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-12-26,법인사업자,50300000,아파트,
임대보증금보증(세대_사용검사후),2024-07-31,법인사업자,198000000,아파트,
임대보증금보증(세대_사용검사후),2025-01-14,법인사업자,2680263,아파트,
임대보증금보증(세대_사용검사후),2024-12-26,법인사업자,120000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2025-04-29,법인사업자,92000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-04-01,법인사업자,173250000,아파트,
임대보증금보증(세대_사용검사후),2025-04-16,법인사업자,40700000,아파트,
임대보증금보증(세대_사용검사후),2023-08-21,법인사업자,192000000,아파트,
임대보증금보증(세대_사용검사후),2023-11-22,법인사업자,182300000,아파트,
임대보증금보증(세대_사용검사후),2024-06-04,법인사업자,97200000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2023-03-06,법인사업자,195000000,아파트,
임대보증금보증(세대_사용검사후),2024-11-27,법인사업자,100000000,아파트,
임대보증금보증(세대_사용검사후),2024-11-29,법인사업자,188900000,아파트,
임대보증금보증(세대_사용검사후),2024-08-12,법인사업자,183000000,아파트,
임대보증금보증(세대_사용검사후),2024-01-24,법인사업자,249500000,아파트,
임대보증금보증(세대_사용검사후),2024-03-19,법인사업자,184000000,아파트,
임대보증금보증(세대_사용검사후),2023-06-05,법인사업자,247500000,아파트,
임대보증금보증(세대_사용검사후),2024-01-02,법인사업자,249500000,아파트,
임대보증금보증(세대_사용검사후),2024-11-20,법인사업자,100000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-05-14,법인사업자,176000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2025-01-31,법인사업자,112500000,연립주택,
임대보증금보증(세대_사용검사후),2024-12-05,법인사업자,90000000,아파트,
임대보증금보증(세대_사용검사후),2023-12-13,법인사업자,143500000,아파트,
임대보증금보증(세대_사용검사후),2025-04-29,법인사업자,140000000,아파트,
임대보증금보증(세대_사용검사후),2024-11-29,법인사업자,225000000,아파트,
임대보증금보증(세대_사용검사후),2025-04-29,법인사업자,211000000,아파트,
임대보증금보증(세대_사용검사후),2025-05-26,법인사업자,90000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2025-05-23,법인사업자,186300000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2023-10-24,법인사업자,187230000,아파트,
임대보증금보증(세대_사용검사후),2024-10-30,법인사업자,150000000,아파트,
임대보증금보증(세대_사용검사후),2024-12-26,법인사업자,50000000,아파트,
임대보증금보증(세대_사용검사후),2025-04-25,법인사업자,123390000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-11-29,법인사업자,132600000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-08-06,법인사업자,121000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-01-02,법인사업자,175000000,아파트,
임대보증금보증(세대_사용검사후),2024-11-29,법인사업자,62400000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-11-20,법인사업자,175000000,아파트,
임대보증금보증(세대_사용검사후),2023-10-24,법인사업자,120000000,다세대주택,
임대보증금보증(세대_사용검사후),2025-04-29,법인사업자,170000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-07-17,법인사업자,52200000,아파트,
임대보증금보증(세대_사용검사후),2023-05-30,법인사업자,247500000,아파트,
임대보증금보증(세대_사용검사후),2024-01-08,법인사업자,50000000,다세대주택,
임대보증금보증(세대_사용검사후),2023-05-08,법인사업자,121000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2025-11-13,법인사업자,54300000,아파트,
임대보증금보증(세대_사용검사후),2025-11-13,법인사업자,247500000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-03-27,법인사업자,140000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-07-22,법인사업자,160680000,아파트,
임대보증금보증(세대_사용검사후),2024-12-05,법인사업자,127439000,아파트,
임대보증금보증(세대_사용검사후),2024-08-06,법인사업자,238520000,아파트,
임대보증금보증(세대_사용검사후),2025-02-28,법인사업자,42100000,아파트,
임대보증금보증(세대_사용검사후),2024-02-22,법인사업자,60000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2025-08-20,법인사업자,184000000,아파트,
임대보증금보증(세대_사용검사후),2024-10-30,법인사업자,50000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-05-24,법인사업자,147000000,아파트,
임대보증금보증(세대_사용검사후),2024-11-12,법인사업자,160000000,아파트,
임대보증금보증(세대_사용검사후),2023-07-18,법인사업자,60000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-12-18,법인사업자,51300000,아파트,
임대보증금보증(세대_사용검사후),2024-06-12,법인사업자,108330000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-05-14,법인사업자,45100000,아파트,
임대보증금보증(세대_사용검사후),2025-03-04,법인사업자,100000000,아파트,
임대보증금보증(세대_사용검사후),2023-07-14,법인사업자,173000000,아파트,
임대보증금보증(세대_사용검사후),2024-04-18,법인사업자,133000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-01-18,법인사업자,198000000,아파트,
임대보증금보증(세대_사용검사후),2025-02-20,법인사업자,100000000,아파트,
임대보증금보증(세대_사용검사후),2024-07-31,법인사업자,57526500,아파트,
임대보증금보증(세대_사용검사후),2023-11-15,법인사업자,249500000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-02-26,법인사업자,188100000,아파트,
임대보증금보증(세대_사용검사후),2024-05-31,법인사업자,91933920,아파트,
임대보증금보증(세대_사용검사후),2024-11-29,법인사업자,80000000,아파트,
임대보증금보증(세대_사용검사후),2024-11-20,법인사업자,225000000,아파트,
임대보증금보증(세대_사용검사후),2024-01-29,법인사업자,255000000,아파트,
임대보증금보증(세대_사용검사후),2024-07-22,법인사업자,62400000,아파트,
임대보증금보증(세대_사용검사후),2023-06-05,법인사업자,174300000,아파트,
임대보증금보증(세대_사용검사후),2024-05-14,법인사업자,222000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-04-24,법인사업자,100000000,다세대주택,
임대보증금보증(세대_사용검사후),2024-05-14,법인사업자,30000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-04-19,법인사업자,130000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-05-29,법인사업자,100000000,아파트,
임대보증금보증(세대_사용검사후),2024-11-29,법인사업자,192000000,아파트,
임대보증금보증(세대_사용검사후),2024-10-14,법인사업자,140000000,다세대주택,
임대보증금보증(세대_사용검사후),2023-11-28,법인사업자,66000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2023-02-02,법인사업자,191000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-03-26,법인사업자,150000000,아파트,
임대보증금보증(세대_사용검사후),2023-12-08,법인사업자,180200000,아파트,
임대보증금보증(세대_사용검사후),2025-04-29,법인사업자,123390000,아파트,
임대보증금보증(세대_사용검사후),2024-11-01,법인사업자,108330000,아파트,
임대보증금보증(세대_사용검사후),2024-12-31,법인사업자,159210000,아파트,
임대보증금보증(세대_사용검사후),2024-08-06,법인사업자,198000000,다세대주택,
임대보증금보증(세대_사용검사후),2023-07-18,법인사업자,245000000,아파트,
임대보증금보증(세대_사용검사후),2023-12-27,법인사업자,56836500,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-12-31,법인사업자,180000000,아파트,
임대보증금보증(세대_사용검사후),2024-10-30,법인사업자,178000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-05-29,법인사업자,130000000,아파트,
임대보증금보증(세대_사용검사후),2024-10-14,법인사업자,186300000,아파트,
임대보증금보증(세대_사용검사후),2024-10-14,법인사업자,42200000,아파트,
임대보증금보증(세대_사용검사후),2023-10-24,법인사업자,100000000,아파트,
임대보증금보증(세대_사용검사후),2024-12-18,법인사업자,120000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-12-05,법인사업자,250000000,아파트,
임대보증금보증(세대_사용검사후),2023-10-11,법인사업자,78000000,아파트,
임대보증금보증(세대_사용검사후),2025-12-19,법인사업자,175300000,아파트,
임대보증금보증(세대_사용검사후),2024-08-06,법인사업자,228020000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2025-12-19,법인사업자,100000000,아파트,
임대보증금보증(세대_사용검사후),2024-05-31,법인사업자,143500000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2023-10-16,법인사업자,140000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2023-02-02,법인사업자,179000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2023-07-14,법인사업자,51200000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-05-30,법인사업자,160800000,아파트,
임대보증금보증(세대_사용검사후),2024-12-31,법인사업자,200000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-01-02,법인사업자,42700000,아파트,
임대보증금보증(세대_사용검사후),2024-05-20,법인사업자,97400000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2023-06-15,법인사업자,182700000,아파트,
임대보증금보증(세대_사용검사후),2024-10-30,법인사업자,157500000,아파트,
임대보증금보증(세대_사용검사후),2024-01-02,법인사업자,41300000,아파트,세종특별자치시 사방골길 0
임대보증금보증(세대_사용검사후),2024-11-20,법인사업자,62400000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-01-30,법인사업자,82340000,아파트,
임대보증금보증(세대_사용검사후),2024-06-19,법인사업자,184300000,아파트,
임대보증금보증(세대_사용검사후),2024-01-02,법인사업자,136689530,기타(오피스텔),
임대보증금보증(세대_사용검사후),2025-07-11,법인사업자,10000000,아파트,
임대보증금보증(세대_사용검사후),2023-10-06,법인사업자,93813330,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-06-19,법인사업자,110000000,아파트,
임대보증금보증(세대_사용검사후),2024-08-06,법인사업자,198000000,아파트,
임대보증금보증(세대_사용검사후),2025-07-17,법인사업자,45968000,아파트,
임대보증금보증(세대_사용검사후),2024-11-29,법인사업자,255000000,아파트,
임대보증금보증(세대_사용검사후),2023-12-27,법인사업자,187400000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-03-20,법인사업자,99600000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2023-10-04,법인사업자,100000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2023-06-01,법인사업자,249500000,아파트,
임대보증금보증(세대_사용검사후),2024-05-14,법인사업자,191000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-01-30,법인사업자,105000000,기타(오피스텔),
임대보증금보증(세대_사용검사후),2024-02-29,법인사업자,120000000,아파트,
임대보증금보증(세대_사용검사후),2024-04-08,법인사업자,55296500,아파트,
